,Importer,WeightKG,Exporter,ValPerKG,ord,min_ord
1,Afghanistan,3946790,Pakistan,0.338967328,1,1
2,Afghanistan,48842.445,U.A Emirates,0.83743829,2,2
3,Afghanistan,24426,France,0.061270777,3,3
4,Afghanistan,22050,Japan,0.117556546,4,4
5,Afghanistan,21762.75,USA,8.094511241,5,5
6,Albania,5676510,Italy,0.885909165,1,1
7,Albania,803907,Germany,1.759074524,2,2
8,Albania,308970,Hungary,1.146719746,3,3
9,Albania,203914,Turkey,1.37847617,4,4
10,Albania,148918,United Kingdom,1.078872188,5,5
11,Albania,142889,Belgium,1.022379929,6,6
12,Albania,78687.731,Canada,1.120335329,7,7
13,Albania,50644,Switzerland,1.347746308,8,8
14,Albania,29466,Norway,0.496742653,9,9
15,Albania,27450,Greece,0.30876816,10,10
16,Albania,22621,USA,3.81172362,11,11
17,Albania,21731,China,1.072969859,12,12
18,Algeria,98975,Japan,0.093412859,1,1
19,Algeria,96683,Spain,1.943850355,2,2
20,Algeria,79086,Italy,1.306825544,3,3
21,Algeria,74943,China,2.669108522,4,4
22,Algeria,44200,Cambodia,0.48,5,5
23,Algeria,33350.203,Canada,1.154863885,6,6
24,Algeria,20500,Belgium,0.295685073,7,7
25,Andorra,550819,Spain,1.999177403,1,1
26,Angola,38037300,China,0.904495178,1,1
27,Angola,6553504,Pakistan,0.904355415,2,2
28,Angola,6304344.5,USA,0.919749282,3,3
29,Angola,3945265,Canada,1.027929125,4,4
30,Angola,3178405,U.A Emirates,0.912378259,5,5
31,Angola,2077145,India,0.725461053,6,6
32,Angola,1837418,Germany,1.137095414,7,7
33,Angola,1454020.25,Belgium,0.987885285,8,8
34,Angola,994052.1,Italy,1.054602449,9,9
35,Angola,894530.8,Netherlands,0.712277587,10,10
36,Angola,765695,Turkey,0.652920206,11,11
37,Angola,736905.5,Lithuania,0.92494513,12,12
38,Angola,692174.5,Bulgaria,0.679785887,13,13
39,Angola,643796,Liberia,0.930596413,14,14
40,Angola,619171.5,Spain,0.735485419,15,15
41,Angola,605866.3,Congo,0.321301498,16,16
42,Angola,500704,Poland,1.207932479,17,17
43,Angola,422579.5,Estonia,0.587933499,18,18
44,Angola,299652,South Korea,1.093423436,19,19
45,Angola,299010,Malta,0.855486121,20,20
46,Angola,210850,Japan,0.544341966,21,21
47,Angola,183513.5,Malaysia,0.7576624,22,22
48,Angola,174399.5,Hungary,0.934554869,23,23
49,Angola,142739.58,Portugal,1.137054264,24,24
50,Angola,137788,Slovakia,0.719968721,25,25
51,Angola,127229.5,Hong Kong,0.666909724,26,26
52,Angola,94393,Congo,0.486719354,27,27
53,Angola,74136.72,France,1.07703418,28,28
54,Angola,72054,Morocco,2.741771789,29,29
55,Angola,69549.714,Finland,1.031360834,30,30
56,Angola,68679.35,United Kingdom,2.119975768,31,31
57,Angola,66220.25,Denmark,0.802062278,32,32
58,Angola,60800,Togo,1.005429528,33,33
59,Angola,59805,Singapore,0.559079816,34,34
60,Angola,57174,Philippines,0.715147785,35,35
61,Angola,54740,Thailand,0.82395382,36,36
62,Angola,52717,Zimbabwe,0.881414345,37,37
63,Angola,44924,Cyprus,0.345918885,39,39
64,Angola,31733,Switzerland,1.035558624,40,40
65,Angola,28000,Australia,0.893696429,41,41
66,Angola,27780,Tokelau,0.809935205,42,42
67,Angola,26650,Panama,0.753764353,43,43
68,Angola,25500,North Korea,0.896523179,44,44
69,Angola,25392,Honduras,0.82185334,45,45
70,Angola,24165,Albania,0.50011049,46,46
71,Angola,23460,Ukraine,0.651708866,47,47
72,Angola,20245,Ethiopia,0.590622688,48,48
73,Antigua and Barbuda,21720,Belgium,0.864586971,1,1
74,Armenia,52385,Russian Federation,0.903611525,2,2
75,Armenia,37152,Bulgaria,3.409156035,3,3
76,Armenia,33607.15,France,4.313874349,4,4
77,Armenia,31296.5,Germany,4.460425309,5,5
78,Armenia,29487.16,USA,10.73377537,6,6
79,Armenia,26345.12,Poland,12.09951748,7,7
80,Armenia,23775,India,4.015602077,8,8
81,Armenia,21865.89,China,13.88971096,9,9
82,Australia,16036719.23,U.A Emirates,1.093173856,1,1
83,Australia,434747.5435,Australia,1.45045529,3,3
84,Australia,401304.0065,USA,5.246822247,4,4
85,Australia,325999.441,Pakistan,1.125708322,5,5
86,Australia,274961,Hong Kong,1.848270517,6,6
87,Australia,185447.104,South Korea,2.249148134,7,7
88,Australia,170057.362,Malaysia,1.106050466,8,8
89,Australia,151302.7635,Thailand,1.450457042,9,9
90,Australia,149471.7895,France,4.650260116,10,10
91,Australia,107902.75,Cambodia,0.559938249,11,11
92,Australia,84100.433,Canada,1.154863873,12,12
93,Australia,55720.857,Honduras,1.440103014,13,13
94,Australia,44456.51,China,1.463275978,14,14
95,Australia,44403.769,United Kingdom,8.875383899,15,15
96,Australia,34155.6375,India,1.450457037,16,16
97,Australia,32495.319,Indonesia,5.53297698,17,17
98,Australia,31981.7825,Italy,4.265966298,18,18
99,Austria,1130172,Germany,0.413865536,1,1
100,Austria,505998,Slovakia,4.277187684,2,2
101,Austria,314073.5,Switzerland,0.561462899,3,3
102,Austria,312715,Hungary,1.221082394,4,4
103,Austria,141851,Netherlands,1.484854572,5,5
104,Austria,75229.5,Portugal,1.553755271,6,6
105,Austria,59458.5,Czechia,0.384211849,7,7
106,Austria,54351,Bulgaria,5.175248653,8,8
107,Austria,32655,France,8.592172612,9,9
108,Azerbaijan,248376,Netherlands,2.811126077,1,1
109,Azerbaijan,161878.89,Turkey,2.535881926,2,2
110,Azerbaijan,85584.5,Germany,2.58561509,3,3
111,Azerbaijan,41525,Belgium,2.88440352,4,4
112,Bahrain,567939.18,U.A Emirates,0.898569143,1,1
113,Bangladesh,4303390,South Korea,0.897276798,2,2
114,Bangladesh,975230,Kuwait,0.877204276,3,3
115,Bangladesh,790600,Japan,0.553958682,4,4
116,Bangladesh,189376,China,1.667420938,5,5
117,Bangladesh,44600,Philippines,0.5,6,6
118,Bangladesh,44240,Singapore,0.962702667,7,7
119,Bangladesh,36500,Malaysia,0.406827151,8,8
120,Bangladesh,23400,Oman,1.047536496,9,9
121,Bangladesh,23205,U.A Emirates,1.297815144,10,10
122,Belarus,5587501.5,Poland,2.054311054,2,2
123,Belarus,4487740.5,Netherlands,2.259109394,3,3
124,Belarus,3908250.5,Lithuania,2.111366585,4,4
125,Belarus,3104641,Germany,0.671546327,5,5
126,Belarus,2302348.5,Latvia,2.36436779,6,6
127,Belarus,1521976.5,Belgium,1.381333371,7,7
128,Belarus,435891.5,United Kingdom,2.381042881,8,8
129,Belarus,403695,Czechia,0.178554868,9,9
130,Belarus,190761.5,Slovakia,2.611764645,10,10
131,Belarus,183649,Hungary,1.195950923,11,11
132,Belarus,178439,Italy,5.951872473,12,12
133,Belarus,127094.5,Honduras,2.247771343,13,13
134,Belarus,90507.5,Switzerland,0.804966237,14,14
135,Belarus,87393,USA,1.268173049,15,15
136,Belarus,79589.5,Sweden,0.215571747,16,16
137,Belarus,42779,Oman,2.038682697,17,17
138,Belarus,41488,Denmark,1.991572558,18,18
139,Belarus,39452.865,Finland,1.148106783,19,19
140,Belarus,32068,Canada,2.136085818,20,20
141,Belgium,22484714.5,Germany,0.416742688,1,1
142,Belgium,18682355,France,0.613515949,2,2
143,Belgium,7293563,Netherlands,0.839966143,3,3
144,Belgium,3970177,Switzerland,0.701596962,4,4
145,Belgium,2865186.905,U.A Emirates,1.217950485,5,5
146,Belgium,1621174.9,United Kingdom,0.896206124,6,6
147,Belgium,1376138,Denmark,0.423112118,7,7
148,Belgium,242557,Lithuania,3.998367394,8,8
149,Belgium,191329,Poland,3.06796114,9,9
150,Belgium,158089.4,Hungary,1.521418898,10,10
151,Belgium,154504.63,Spain,7.840255218,11,11
152,Belgium,149013.665,Italy,1.027380076,12,12
153,Belgium,126400,Norway,0.68383785,13,13
154,Belgium,97801,Romania,0.370783621,14,14
155,Belgium,83091.1,Finland,0.391823456,15,15
156,Belgium,79169.73,Turkey,0.652400223,16,16
157,Belgium,77814.31,Ukraine,0.194403562,17,17
158,Belgium,71173,Morocco,1.502098632,18,18
159,Belgium,62603,Greece,0.602251458,19,19
160,Belgium,53583,Congo,7.181029419,20,20
161,Belgium,48541.2775,USA,1.830475605,21,21
162,Belgium,45915,India,3.041667523,22,22
163,Belgium,33860,Jordan,0.543949793,23,23
164,Belgium,27840,Austria,0.421648635,24,24
165,Belgium,25805,Benin,4.545908381,25,25
166,Belgium,25273.185,China,3.32045853,26,26
167,Belgium,23555,Slovakia,0.420609033,27,27
168,Belgium,21405,Thailand,2.456363992,28,28
169,Belgium,20678.2,Sweden,0.627136219,29,29
170,Belgium,20551.295,Australia,1.402214051,30,30
171,Belize,3351068.68,USA,1.316582492,1,1
172,Belize,69963.7485,Guatemala,15.23284145,2,2
173,Belize,44874.224,Mexico,5.295401654,3,3
174,Belize,35314,Poland,2.332,4,4
175,Belize,22854.9,Portugal,0.067227358,5,5
176,Benin,6710426.5,Belgium,0.523980749,1,1
177,Benin,6606883,United Kingdom,0.597557879,2,2
178,Benin,6184610.5,China,0.785067189,3,3
179,Benin,4011261,Poland,0.536367509,4,4
180,Benin,3363927.5,Slovakia,0.602310895,5,5
181,Benin,2770192,Lithuania,0.615379156,6,6
182,Benin,2718897.5,Germany,0.608706319,7,7
183,Benin,2638708.5,France,0.589829385,8,8
184,Benin,2502571.5,Italy,0.665070184,9,9
185,Benin,2364993.77,Canada,0.748047315,10,10
186,Benin,1813092.5,Hungary,0.509519644,11,11
187,Benin,1807089.5,USA,0.694266684,12,12
188,Benin,1392471.5,Spain,0.52784875,13,13
189,Benin,905906.5,Bulgaria,0.584390132,14,14
190,Benin,625321,Netherlands,0.508324988,15,15
191,Benin,561907.5,South Korea,0.849416447,16,16
192,Benin,455836.5,Czechia,0.517690688,17,17
193,Benin,430627,Ireland,0.570474332,18,18
194,Benin,421352.5,Ghana,0.287458195,19,19
195,Benin,400206.5,U.A Emirates,0.407379635,20,20
196,Benin,329104,Togo,0.335605973,21,21
197,Benin,312824,Turkey,0.566983876,22,22
198,Benin,284084.5,Latvia,0.584732529,23,23
199,Benin,273670,Romania,0.466262126,24,24
200,Benin,267260,Tunisia,0.667677132,25,25
201,Benin,199334,Japan,0.360476094,26,26
202,Benin,156298.5,Estonia,0.548644767,27,27
203,Benin,149714,Finland,0.363492922,28,28
204,Benin,125337,Slovenia,0.364702484,29,29
205,Benin,117256,Croatia,0.414589386,30,30
206,Benin,104643.5,Pakistan,0.508763079,31,31
207,Benin,103520,Nigeria,0.613872614,32,32
208,Benin,102453.5,Singapore,0.816697599,33,33
209,Benin,93520,Iran,0.416156255,34,34
210,Benin,75968,Switzerland,0.397040175,35,35
211,Benin,69414,Morocco,0.50196573,36,36
212,Benin,64813.5,Ukraine,0.495494459,37,37
213,Benin,60036.5,Denmark,0.70861166,38,38
214,Benin,55700,Australia,0.326382154,39,39
215,Benin,55659,Lebanon,0.430849907,40,40
216,Benin,54424.5,Malta,0.427863913,41,41
217,Benin,54125,Liberia,0.351997617,42,42
218,Benin,51868,Saudi Arabia,0.816283136,43,43
219,Benin,47148,Malaysia,0.434282978,44,44
220,Benin,43484,India,0.356203152,45,45
221,Benin,32678,Gabon,0.763431931,47,47
222,Benin,29449.5,Hong Kong,0.437003959,48,48
223,Benin,27900,Indonesia,0.322323047,49,49
224,Benin,27542,Lao People's Dem. Rep.,0.248618147,50,50
225,Benin,25920,Sierra Leone,0.348656944,51,51
226,Benin,25000,Austria,0.47627156,52,52
227,Benin,24041,Comoros,0.40650339,53,53
228,Benin,23950,Norway,0.543047933,54,54
229,Benin,23115,Bolivia,0.42060398,55,55
230,Benin,21742.5,Portugal,0.479482096,56,56
231,Bolivia,290525,USA,2.332350003,1,1
232,Bolivia,167676.665,Chile,1.135202409,2,2
233,Bonaire,59245.5,Netherlands,1.438990356,1,1
234,Bosnia Herzegovina,1657461.3,Germany,1.357982216,1,1
235,Bosnia Herzegovina,382970.05,Slovakia,2.254071734,2,2
236,Bosnia Herzegovina,240754.9,Switzerland,1.004139895,3,3
237,Bosnia Herzegovina,149266.23,USA,0.665459788,4,4
238,Bosnia Herzegovina,115076.55,Austria,0.554996735,5,5
239,Bosnia Herzegovina,79507.12,Netherlands,1.677292248,6,6
240,Bosnia Herzegovina,67573.1,Hungary,0.898787741,7,7
241,Bosnia Herzegovina,67307.5,Croatia,0.255466297,8,8
242,Bosnia Herzegovina,29343.4,Sweden,0.489143657,9,9
243,Bosnia Herzegovina,28915.01,Australia,0.603800241,10,10
244,Bosnia Herzegovina,26221,Canada,3.045994051,11,11
245,Bosnia Herzegovina,23715.95,Slovenia,0.328783134,12,12
246,Botswana,122803,Italy,1.534988966,1,1
247,Botswana,68407.5,Poland,0.787015223,2,2
248,Botswana,42532,Czechia,1.371789141,3,3
249,Botswana,34042.5,Hungary,1.388046489,4,4
250,Botswana,28017,Slovakia,0.135220545,5,5
251,Botswana,25995,U.A Emirates,1.02601677,6,6
252,Botswana,25098,Germany,0.961579009,7,7
253,Botswana,21230,Spain,0.076070325,8,8
254,Botswana,21062.365,United Kingdom,1.104419855,9,9
255,Br. Indian Ocean Terr.,637885.5,USA,0.452927365,1,1
256,Brazil,124240,Germany,0.30792087,1,1
257,Brazil,49262,China,3.714867084,2,2
258,Brazil,23400.34,U.A Emirates,0.415603149,3,3
259,Brunei Darussalam,57220,Poland,0.550838868,1,1
260,Brunei Darussalam,47843.2,Malaysia,10.37120191,2,2
261,Brunei Darussalam,33597.5,United Kingdom,27.94571395,3,3
262,Brunei Darussalam,22322,Hungary,0.842218439,4,4
263,Bulgaria,15461311.5,Germany,0.652846792,1,1
264,Bulgaria,6053917.5,Norway,0.744572232,2,2
265,Bulgaria,4801523,Italy,0.672431291,3,3
266,Bulgaria,4134767,Netherlands,0.521898766,4,4
267,Bulgaria,3418028.5,Austria,0.563457359,5,5
268,Bulgaria,2072100.5,USA,1.381787235,6,6
269,Bulgaria,1995910,Denmark,0.652573346,7,7
270,Bulgaria,963235,Switzerland,0.6502682,8,8
271,Bulgaria,745750,Poland,3.442504401,9,9
272,Bulgaria,576244.8625,Canada,0.999776181,10,10
273,Bulgaria,499856.25,U.A Emirates,0.961099382,11,11
274,Bulgaria,363592,Pakistan,1.751942093,12,12
275,Bulgaria,352637,India,1.027389899,13,13
276,Bulgaria,222000.5,Hungary,3.527733127,14,14
277,Bulgaria,214176,Belgium,1.435210408,15,15
278,Bulgaria,202642,Greece,1.643763856,16,16
279,Bulgaria,152977,Czechia,1.966528348,17,17
280,Bulgaria,143754,Australia,0.740404253,18,18
281,Bulgaria,138412,Sweden,0.589426051,19,19
282,Bulgaria,126033,Malaysia,3.099212223,20,20
283,Bulgaria,110938.5,Slovakia,2.750753044,21,21
284,Bulgaria,70191.5,Romania,5.235013032,23,23
285,Bulgaria,62596,Nicaragua,1.589263806,24,24
286,Bulgaria,61481,Malta,1.685916641,25,25
287,Bulgaria,51568.9285,Niger,0.821762738,26,26
288,Bulgaria,50597,United Kingdom,1.823109187,27,27
289,Bulgaria,39582,Morocco,2.805322092,28,28
290,Bulgaria,35763,France,1.137247239,29,29
291,Bulgaria,32897,Turkey,1.384795072,30,30
292,Bulgaria,21431.5,Spain,0.496200605,31,31
293,Bunkers,3560727.304,Israel,1.121400113,1,1
294,Bunkers,21697,Netherlands,1.091845048,2,2
295,Burkina Faso,7204518,Italy,0.492347017,1,1
296,Burkina Faso,5644919,France,0.683927441,2,2
297,Burkina Faso,2820377.5,Ghana,0.163809561,3,3
298,Burkina Faso,801881,China,0.405615566,4,4
299,Burkina Faso,784032.13,Belgium,0.565427827,5,5
300,Burkina Faso,622419,USA,0.370687432,6,6
301,Burkina Faso,391001.5,Japan,0.142219073,7,7
302,Burkina Faso,356369,Togo,0.206171783,8,8
303,Burkina Faso,307963.5,Germany,0.302996063,9,9
304,Burkina Faso,229083.941,Canada,0.617296637,10,10
305,Burkina Faso,165326.5,Netherlands,0.73065621,11,11
306,Burkina Faso,150801,U.A Emirates,0.575263373,12,12
307,Burkina Faso,113521.5,Poland,0.433151608,13,13
308,Burkina Faso,98486,Hungary,0.876497872,14,14
309,Burkina Faso,76919.5,Spain,0.358969574,15,15
310,Burkina Faso,68285.5,Pakistan,0.155460628,16,16
311,Burkina Faso,64164.5,United Kingdom,0.763027103,17,17
312,Burkina Faso,52300,Tunisia,0.297257541,18,18
313,Burkina Faso,38750,Saudi Arabia,0.130299768,19,19
314,Burkina Faso,37918,Switzerland,0.604420726,20,20
315,Burkina Faso,36657.5,CÙte d'Ivoire,0.105459883,21,21
316,Burkina Faso,36466,Liberia,0.068802693,22,22
317,Burkina Faso,34940,Malta,0.082850286,23,23
318,Burkina Faso,32024.5,South Korea,0.095585254,24,24
319,Burkina Faso,28820,Thailand,0.545540152,25,25
320,Burkina Faso,28670,Turkey,0.864343915,26,26
321,Burkina Faso,28050,Portugal,0.794403137,27,27
322,Burkina Faso,25215,Lebanon,0.622755632,28,28
323,Burkina Faso,24320,Czechia,0.478916667,29,29
324,Burundi,3161939,Germany,0.805665647,1,1
325,Burundi,1886297,China,0.762371403,2,2
326,Burundi,1154158.5,U.A Emirates,0.914378212,3,3
327,Burundi,922935.32,USA,0.674054945,4,4
328,Burundi,883067,Czechia,0.397787216,5,5
329,Burundi,711374.1185,Canada,0.954496997,6,6
330,Burundi,620060,Pakistan,0.799792309,7,7
331,Burundi,505187.5,India,0.802795927,8,8
332,Burundi,416202,Italy,0.820738121,9,9
333,Burundi,408995.75,Belgium,1.032807286,10,10
334,Burundi,370114,Malaysia,0.807589444,11,11
335,Burundi,342483,France,0.664356872,12,12
336,Burundi,208259,Australia,0.744485902,13,13
337,Burundi,205563.5,Turkey,0.625862089,14,14
338,Burundi,169090,North Korea,0.770183216,15,15
339,Burundi,81210,Togo,0.795681197,16,16
340,Burundi,76560,South Korea,0.806177371,17,17
341,Burundi,50535,Hungary,1.310873652,18,18
342,Burundi,28350,Jamaica,0.406581305,19,19
343,Burundi,28081,Japan,0.807878993,20,20
344,Burundi,25740,Netherlands,0.824501185,21,21
345,Burundi,24729,United Kingdom,0.811615108,22,22
346,Burundi,24290,Kenya,0.495646273,23,23
347,Burundi,23000,Switzerland,0.681548696,24,24
348,Burundi,21430,Ukraine,0.836082319,25,25
349,Cabo Verde,361817,Netherlands,2.637994981,2,2
350,Cabo Verde,137076.06,Portugal,1.596997204,3,3
351,Cabo Verde,111975,USA,1.738045093,4,4
352,Cabo Verde,49842,Switzerland,1.855988235,5,5
353,Cabo Verde,23717,Belgium,1.785584775,6,6
354,Cambodia,32010480,South Korea,0.883967415,1,1
355,Cambodia,9878035.5,Japan,0.809555159,2,2
356,Cambodia,9080869,China,0.803538052,3,3
357,Cambodia,6213757,Malaysia,1.064860192,4,4
358,Cambodia,1499602.3,USA,0.977648827,6,6
359,Cambodia,1316455.25,Philippines,0.727326068,7,7
360,Cambodia,677015,Pakistan,0.889619934,8,8
361,Cambodia,555575,India,0.925452537,9,9
362,Cambodia,488938.5,Thailand,0.806707859,10,10
363,Cambodia,335189.3715,Canada,0.931474967,11,11
364,Cambodia,326275,Singapore,0.768122013,12,12
365,Cambodia,138010,Hong Kong,0.801820955,13,13
366,Cambodia,96200,France,0.818180721,14,14
367,Cambodia,79490,U.A Emirates,0.8,15,15
368,Cambodia,69000,Honduras,0.801784058,16,16
369,Cambodia,69000,Netherlands,0.8,17,16
370,Cambodia,53864.5,Belgium,0.661298254,18,18
371,Cambodia,46900,Bangladesh,0.814981876,19,19
372,Cambodia,43262.9,Dominican Rep.,0.864802214,20,20
373,Cambodia,39544.5,Poland,1.128703879,21,21
374,Cambodia,23210,Turkey,0.695452605,22,22
375,Cambodia,23000,Dominica,0.8,23,23
376,Cameroon,32969190,Belgium,1.028300335,1,1
377,Cameroon,12785100,Netherlands,1.220304154,2,2
378,Cameroon,7344388,Germany,1.364405318,3,3
379,Cameroon,6510537,China,1.049203389,4,4
380,Cameroon,3411098,Poland,1.116417739,5,5
381,Cameroon,2080100,Italy,1.341408271,6,6
382,Cameroon,2046160,Hungary,0.991814433,7,7
383,Cameroon,1744038,Spain,1.004148747,8,8
384,Cameroon,1721350,France,1.004926862,9,9
385,Cameroon,1288551,South Korea,1.480644668,10,10
386,Cameroon,1282020,Turkey,0.805608706,11,11
387,Cameroon,1154211,Portugal,1.191114053,12,12
388,Cameroon,1027152,Morocco,2.506790402,13,13
389,Cameroon,685650,United Kingdom,1.57143835,14,14
390,Cameroon,424296,Bulgaria,1.405142672,15,15
391,Cameroon,276435,Czechia,1.47431228,16,16
392,Cameroon,247372,Lithuania,1.073771254,17,17
393,Cameroon,237158,USA,1.215835013,18,18
394,Cameroon,199934.552,Canada,1.120335324,19,19
395,Cameroon,198543,U.A Emirates,1.519817685,20,20
396,Cameroon,184935,Switzerland,0.44332283,21,21
397,Cameroon,155110,Pakistan,0.969035181,22,22
398,Cameroon,105000,Slovakia,1.879153977,23,23
399,Cameroon,96462,Austria,1.547265524,24,24
400,Cameroon,91790,Cyprus,0.448690522,25,25
401,Cameroon,72050,Japan,0.482451187,26,26
402,Cameroon,61367,Tunisia,0.413108857,27,27
403,Cameroon,56121.5,Estonia,2.242046786,28,28
404,Cameroon,52000,Sweden,1.398367478,29,29
405,Cameroon,50620,India,1.003139392,30,30
406,Cameroon,42655,Romania,0.615432892,31,31
407,Cameroon,26588,Malaysia,0.484939712,32,32
408,Cameroon,22947.5,Benin,9.021140181,34,34
409,Cameroon,21500,Central African Rep.,0.275699674,35,35
410,Canada,94928372.5,USA,0.405828171,1,1
411,Canada,3020374.5,China,0.612549931,2,2
412,Canada,1304262.5,U.A Emirates,0.745759838,3,3
413,Canada,517468,Tunisia,0.555910664,4,4
414,Canada,370381,Pakistan,0.686501332,5,5
415,Canada,186020.5,Togo,0.515407986,6,6
416,Canada,101601.5,India,0.750542134,7,7
417,Canada,36005,France,0.835148745,8,8
418,Canada,34260.947,United Kingdom,3.312014993,9,9
419,Canada,33118,Benin,0.564369498,10,10
420,Canada,26034,Japan,0.988174598,11,11
421,Canada,24412.4165,Sweden,0.661459145,12,12
422,Canada,22884.5,Germany,1.234807628,13,13
423,Canada,22744.5,Italy,0.439768451,14,14
424,Cayman Islands,54892.094,Canada,1.023609587,1,1
425,Cayman Islands,43700.086,Bermuda,0.985466871,2,2
426,Cayman Islands,34023.386,U.A Emirates,0.985466879,3,3
427,Central African Rep.,2165738.09,Belgium,1.153242227,1,1
428,Central African Rep.,471476,Netherlands,1.191943295,2,2
429,Central African Rep.,398350,China,0.838448016,3,3
430,Central African Rep.,291843,France,1.010356379,4,4
431,Central African Rep.,215724,Germany,1.513716482,5,5
432,Central African Rep.,210050,Togo,0.927256664,6,6
433,Central African Rep.,180913,Turks and Caicos Isds,0.582867229,7,7
434,Central African Rep.,167008,Cameroon,0.813477187,8,8
435,Central African Rep.,135736,Turkey,0.710528102,9,9
436,Central African Rep.,85062,U.A Emirates,0.953029351,10,10
437,Central African Rep.,83950,Japan,0.100734008,11,11
438,Central African Rep.,67760,Poland,1.217724321,13,13
439,Central African Rep.,39400,Italy,1.059847716,14,14
440,Central African Rep.,34957,USA,0.721632277,15,15
441,Central African Rep.,27550,India,0.743411978,16,16
442,Central African Rep.,25000,Czechia,0.805051089,17,17
443,Central African Rep.,24819,Hungary,1.27865748,18,18
444,Central African Rep.,23260,Tunisia,0.880524506,19,19
445,Central African Rep.,22824.421,Canada,1.077791414,20,20
446,Chad,1483342,Germany,1.43383181,1,1
447,Chad,1082690,Netherlands,1.384079627,2,2
448,Chad,982914.3,Belgium,1.468889842,3,3
449,Chad,336505,Czechia,1.538953023,4,4
450,Chad,299650,Japan,0.096854407,5,5
451,Chad,247500,Tunisia,0.111601434,6,6
452,Chad,187578,Hungary,1.405137339,7,7
453,Chad,168992,U.A Emirates,1.469868017,8,8
454,Chad,113578,Poland,1.77416721,9,9
455,Chad,73482,USA,0.396831877,10,10
456,Chad,71523,France,1.309836293,11,11
457,Chad,26320,Morocco,3.259933511,12,12
458,Chad,24000,South Korea,1.606166667,13,13
459,Chad,23555,Turkey,1.430183839,14,14
460,Chile,56012591.83,USA,0.915932993,1,1
461,Chile,6638838.795,South Korea,2.075851955,3,3
462,Chile,5360146.999,Germany,0.853877197,4,4
463,Chile,3351050.16,Pakistan,0.914827996,5,5
464,Chile,3046644.706,China,2.809100303,6,6
465,Chile,2581062.67,Canada,0.961578661,7,7
466,Chile,2474063.65,Anguilla,0.490016978,8,8
467,Chile,1451029.547,Turkey,1.57732317,9,9
468,Chile,1379963.602,Poland,1.540200854,10,10
469,Chile,1192095,Italy,2.011130731,11,11
470,Chile,868344.55,Bulgaria,1.791799757,12,12
471,Chile,783508.3425,Netherlands,2.736160484,13,13
472,Chile,718015.9955,India,1.162651907,14,14
473,Chile,509461.291,Spain,1.870678353,15,15
474,Chile,407425.2,U.A Emirates,1.253845676,16,16
475,Chile,325678.08,Nicaragua,1.418160569,17,17
476,Chile,288721.229,Peru,4.200771265,18,18
477,Chile,182337,Belgium,1.86715367,19,19
478,Chile,158050,Greece,0.506217343,20,20
479,Chile,139919,Czechia,1.66108963,21,21
480,Chile,130165.765,United Kingdom,1.159852916,22,22
481,Chile,98201.3,Malta,0.588527825,23,23
482,Chile,97977,Honduras,0.340923244,24,24
483,Chile,90275,Hungary,1.489643054,25,25
484,Chile,70000,Tunisia,0.467626955,26,26
485,Chile,66597.619,Dominican Rep.,0.901981224,27,27
486,Chile,55314,Lebanon,0.479873793,28,28
487,Chile,45523.4455,Panama,8.166166399,30,30
488,Chile,43210,Malaysia,1.685281414,31,31
489,Chile,41737.659,France,0.780333556,32,32
490,Chile,38675.47,Australia,1.345630203,33,33
491,Chile,31504.498,South Africa,1.272521837,34,34
492,Chile,25316.965,Guatemala,1.294725888,35,35
493,China,28999121,U.A Emirates,1.22195284,1,1
494,China,339770.5,Cambodia,1.437658516,2,2
495,China,205250,Guatemala,0.056467722,3,3
496,China,180416,South Korea,0.611324292,4,4
497,China,111969.962,USA,1.488479822,5,5
498,China,57258.05,Spain,20.49270217,6,6
499,China,48254.962,United Kingdom,3.753292376,7,7
500,China,42200,Benin,0.371358768,8,8
501,China,40562.5,Lithuania,2.298541425,9,9
502,China,34667,Thailand,4.469108489,10,10
503,China,26153.5,Malaysia,1.114459824,11,11
504,China,25018,Romania,1.833910784,12,12
505,China,24192,Nigeria,1.361385995,13,13
506,China,24145.55,Rwanda,0.699708225,14,14
507,China,22187,Germany,1.702668269,15,15
508,China,21932,Italy,297.9859266,16,16
509,Hong Kong,10398420,Philippines,0.243096699,1,1
510,Hong Kong,5412343.5,Japan,0.334635992,2,2
511,Hong Kong,2173075,Malaysia,0.417769258,3,3
512,Hong Kong,1669400,Tunisia,1.160063301,4,4
513,Hong Kong,984750.5,South Korea,0.501005897,5,5
514,Hong Kong,487981.5,Macao,1.045543984,6,6
515,Hong Kong,145588,China,0.955147955,7,7
516,Hong Kong,61646.995,Indonesia,3.024194263,9,9
517,Hong Kong,56247.5,Thailand,2.967611888,10,10
518,Hong Kong,52641.1905,United Kingdom,3.365334386,11,11
519,Hong Kong,51892.8975,USA,5.081241399,12,12
520,Hong Kong,41811.5,U.A Emirates,1.692550997,13,13
521,Hong Kong,39397,Australia,1.947010635,14,14
522,Hong Kong,33452.72,Belgium,1.171879553,15,15
523,Hong Kong,29960,Cambodia,1.568603138,16,16
524,Hong Kong,23530,Slovenia,0.327277943,17,17
